Date (YYYYMMDD),YYYY,M,D,latitude,longitude,start time (UTC),Jesse Check,Bill add,Notes,New GOES Notes,Julian day,GOES Raw,GOES Images,,,,,,,,
20100506,2010,5,6,35.41,-110.81,1900,x,,,AZ,10126,x,x,,,,,,,,
20100506,2010,5,6,35.92,-108.49,1600,x,,,Northwestern NM,,x,x,,,,,,,,
20100509,2010,5,9,36,-111.4,1830,,,,AZ,10129,x,x,,,,,,,,
20100509,2010,5,9,35.58,-110.82,1830,x,,,AZ,10129,x,x,,,,,,,,
20100509,2010,5,9,35.23,-110.53,1830,,x,,AZ,10129,x,x,,,,,,,,
20100510,2010,5,10,34.1,-103.06,1700,x,,,Eastern NM,10130,x,x,,,,,,,,
20100510,2010,5,10,34.3,-101.1,1830,x,,,west TX,10130,x,x,,,,,,,,
20100510,2010,5,10,33,-101.5,1830,x,,,west TX,10130,x,x,,,,,,,,
20100510,2010,5,10,33.33,-102.19,1830,x,,,west TX,10130,x,x,,,,,,,,
20100511,2010,5,11,35.48,-110.82,1500,x,,,AZ,,x,x,,,,,,,,
20100511,2010,5,11,35.16,-110.7,1500,,x,,AZ,,x,x,,,,,,,,
20100511,2010,5,11,35.18,-110.19,1500,,x,,AZ,,x,x,,,,,,,,
20100511,2010,5,11,36.8,-109.6,1500,,,,Northeastern AZ,10131,x,x,,,,,,,,
20100511,2010,5,11,35.79,-108.71,1500,x,,,Northwestern NM,10131,x,x,,,,,,,,
20100512,2010,5,12,29.21,-106.69,1930,x,,,CHH,,,,,,,,,,,
20100512,2010,5,12,32.82,-102.86,2000,x,,,w TX,,,,,,,,,,,
20100521,2010,5,21,35.58,-110.7,1830,x,,,AZ,10141,x,x,,,,,,,,
20100521,2010,5,21,36.6,-109.67,2130,x,,,Northeastern AZ,10141,x,x,,,,,,,,
20100521,2010,5,21,35.92,-108.57,2030,x,,,Northwestern NM,10141,x,x,,,,,,,,
20100521,2010,5,21,34,-107.3,1930,,,,NM,,x,x,,,,,,,,
20100521,2010,5,21,39.85,-118.48,2300,,x,,NV,,x,x,,,,,,,,
20100522,2010,5,22,35.49,-110.83,1630,x,,,AZ,10142,x,x,,,,,,,,
20100522,2010,5,22,35.25,-110.69,1630,,x,,AZ,10142,x,x,,,,,,,,
20100522,2010,5,22,36.45,-109.67,1630,x,,,Northeastern AZ,10142,x,x,,,,,,,,
20100522,2010,5,22,35.78,-108.7,1500,x,,,Northwestern NM,10142,x,x,,,,,,,,
20100522,2010,5,22,37.71,-105.88,1830,x,,,Southern CO,,,,,,,,,,,
20100523,2010,5,23,35.48,-110.79,1630,x,,,AZ,10143,x,x,,,,,,,,
20100523,2010,5,23,35.19,-110.81,1630,x,,,AZ,10143,x,x,,,,,,,,
20100523,2010,5,23,36.29,-109.51,1830,x,,,Northeastern AZ,10143,x,x,,,,,,,,
20100523,2010,5,23,35.83,-108.68,1830,x,,,Northwestern NM,10143,x,x,,,,,,,,
20100528,2010,5,28,38.67,-113.32,1800,,x,,UT,,,,,,,,,,,
20100528,2010,5,28,38.88,-112.68,1800,x,,,UT,,,,,,,,,,,
20100610,2010,6,10,35.49,-110.8,2200,x,,,AZ,,,,,,,,,,,
20100615,2010,6,15,39.91,-118.34,2300,x,,,NV,,,,,,,,,,,
20100616,2010,6,16,38.57,-113.35,1630,x,,,UT,,,,,,,,,,,
20100616,2010,6,16,37.88,-117.48,2030,x,,,NV,,,,,,,,,,,
20100616,2010,6,16,36.51,-109.81,2130,x,,,Northeastern AZ,,,,,,,,,,,
20100620,2010,6,20,,,,,,Fire in AZ,,,,,,,,,,,,
20100701,2010,7,1,38.78,-113.17,1830,x,,,UT,,,,,,,,,,,
20100702,2010,7,2,38.6,-113.35,1830,x,,,UT,,,,,,,,,,,
20100703,2010,7,3,35.7,-110.4,2030,,,,AZ,,,,,,,,,,,
20100718,2010,7,18,39.95,-118.35,2230,x,,,NV,,,,,,,,,,,
20100728,2010,7,28,41,-120.1,2130,,,fire,Northern CA,,,,,,,,,,,
20100817,2010,8,17,40.29,-120.23,2130,x,,,Northern CA,,,,,,,,,,,
20100821,2010,8,21,40.27,-120.21,2230,x,,,Northern CA,,,,,,,,,,,
20100822,2010,8,22,39.84,-118.42,2023,x,,,w NV,,,,,,,,,,,
20100826,2010,8,26,40.31,-120.26,1930,x,,,Northern CA,,,,,,,,,,,
20100826,2010,8,26,41.78,-119.69,1930,,x,,northwest NV,,,,,,,,,,,
20100828,2010,8,28,36.74,-115.61,1930,,x,,s NV,,,,,,,,,,,
20100828,2010,8,28,38.63,-113.34,1630,x,,,UT,,,,,,,,,,,
20100908,2010,9,8,38.61,-113.37,1730,x,,,UT,,,,,,,,,,,
20100908,2010,9,8,38.55,-113.7,1730,x,,,UT,,,,,,,,,,,
20100914,2010,9,14,40.86,-119.13,1830,x,,,NV,,,,,,,,,,,
20100914,2010,9,14,38.5,-112.4,2130,,,fire smoke,UT,,,,,,,,,,,
20100919,2010,9,19,41.4,-110.6,,,,Leaning toward smoke,Southwestern WY,,,,,,,,,,,
20100919,2010,9,19,38.6,-112.4,1930,,,Leaning toward smoke,UT,,,,,,,,,,,
20100920,2010,9,20,38.6,-112.4,2130,,,"If previous day was smoke, remove",UT,,,,,,,,,,,
20101108,2010,11,8,35,-116.6,1730,,,,Southern CA,,,,,,,,,,,
20101117,2010,11,17,32.78,-101.92,1730,x,,,TX,,,,,,,,,,,
20101121,2010,11,21,31.04,-107.91,1930,x,,,CHH,,,,,,,,,,,
20101121,2010,11,21,30.52,-107.31,1930,x,,,CHH,,,,,,,,,,,
20101121,2010,11,21,30.36,-106.59,1930,x,,,CHH,,,,,,,,,,,
20101121,2010,11,21,29.49,-106.35,1930,x,,,CHH,,,,,,,,,,,
20101121,2010,11,21,36,-101.3,2030,,,fire,Northern west TX,,,,,,,,,,,
20101122,2010,11,22,33.32,-102.31,1630,x,,,west TX,,,,,,,,,,,
20101128,2010,11,28,31.18,-107.85,1800,x,,,Northern CHH,10332,x,x,,,,,,,,
20101128,2010,11,28,31.49,-107.21,1800,x,,,Northern CHH,10332,x,x,,,,,,,,
20101128,2010,11,28,30.72,-106.95,1900,x,,,CHH,,x,x,,,,,,,,
20101128,2010,11,28,30.45,-106.56,1900,x,,,CHH,,,,,,,,,,,
20101128,2010,11,28,29.31,-106.52,1900,x,,,CHH,,,,,,,,,,,
20101129,2010,11,29,33.24,-101.69,1730,x,,,west TX,,,,,,,,,,,
20101207,2010,12,7,33.46,-102.5,1630,x,,,west TX,,,,,,,,,,,
20101230,2010,12,30,30.95,-106.93,1730,x,,,Northern CHH,10364,x,x,,,,,,,,
20101230,2010,12,30,30.68,-107.12,1730,x,,,Northern CHH,10364,x,x,,,,,,,,
20101230,2010,12,30,30.4,-106.55,1730,x,,,CHH,,x,x,,,,,,,,
20101230,2010,12,30,29.51,-106.08,1630,x,,,CHH,,x,x,,,,,,,,
20101230,2010,12,30,29.48,-105.71,1900,x,,,CHH,,x,x,,,,,,,,
20101230,2010,12,30,28.98,-104.67,1830,x,,,Eastern CHH,,,,,,,,,,,
20101230,2010,12,30,33.25,-102.18,1830,x,,,west TX,,,,,,,,,,,
,,,,,,,,,,All 2011 1330 - 0030 UTC hourly imagery,,x,x,,,,,,,,
20110201,2011,2,1,37.77,-117.56,1830,x,,,NV,,,,,,,,,,,
20110201,2011,2,1,35.12,-116.09,1830,x,,,Southern CA,,,,,,,,,,,
20110202,2011,2,2,29.04,-111.88,1730,x,,,MX-SON,,,,,,,,,,,
20110202,2011,2,2,29.19,-111.75,1730,x,,,MX-SON,,,,,,,,,,,
20110203,2011,2,3,30.89,-113.06,1700,,x,,MX-SON,,,,,,,,,,,
20110203,2011,2,3,29.15,-111.76,1700,,x,,MX-SON,,,,,,,,,,,
20110208,2011,2,8,32.18,-109.81,1830,x,,,Southeastern AZ,11039,x,x,,,,,,,,
20110208,2011,2,8,31.96,-108.95,1830,,x,,southwestern NM,11039,x,x,,,,,,,,
20110208,2011,2,8,32.11,-107.79,1930,,x,,southwestern NM,11039,x,x,,,,,,,,
20110208,2011,2,8,31.2,-108.11,1730,x,,,Northern CHH,11039,x,x,,,,,,,,
20110208,2011,2,8,31.21,-107.88,1930,,x,,Northern CHH,11039,x,x,,,,,,,,
20110208,2011,2,8,31.52,-108.1,1930,,x,,Northern CHH,11039,x,x,,,,,,,,
20110208,2011,2,8,31.57,-107.48,1930,,x,,Northern CHH,11039,x,x,,,,,,,,
20110208,2011,2,8,31.19,-107.19,1930,,x,,Northern CHH,11039,x,x,,,,,,,,
20110208,2011,2,8,30.65,-107.96,2030,x,,,CHH,,,,,,,,,,,
20110208,2011,2,8,30.81,-106.52,1930,x,,,CHH,,,,,,,,,,,
20110208,2011,2,8,30.73,-106.86,1930,x,,,CHH,,,,,,,,,,,
20110208,2011,2,8,30.53,-107.3,1930,x,,,CHH,,,,,,,,,,,
20110208,2011,2,8,30.36,-106.76,1930,x,,,CHH,,,,,,,,,,,
20110214,2011,2,14,39.1,-117.07,1830,x,,,NV,,,,,,,,,,,
20110214,2011,2,14,39.85,-118.37,1930,x,,,NV,,,,,,,,,,,
20110214,2011,2,14,40.04,-118.54,1930,,x,,NV,,,,,,,,,,,
20110214,2011,2,14,40.6,-119.61,2030,x,,,NV,,,,,,,,,,,
20110215,2011,2,15,40.29,-120.28,1830,,x,,northeast CA,,,,,,,,,,,
20110215,2011,2,15,40.57,-119.63,2100,x,,,NV,,,,,,,,,,,
20110215,2011,2,15,40.27,-119.27,2100,,x,,NV,,,,,,,,,,,
20110215,2011,2,15,40.32,-118.87,2100,,x,,NV,,,,,,,,,,,
20110215,2011,2,15,40.03,-118.53,2100,,x,,NV,,,,,,,,,,,
20110215,2011,2,15,39.84,-118.4,2100,,x,,NV,,,,,,,,,,,
20110215,2011,2,15,39.13,-117.08,2030,x,,,NV,,,,,,,,,,,
20110215,2011,2,15,38.97,-119.33,2100,,x,,NV,,,,,,,,,,,
20110224,2011,2,24,31.55,-101.82,1600,x,,,west TX,11055,x,x,,,,,,,,
20110224,2011,2,24,32.09,-101.69,1600,,x,,west TX,11055,x,x,,,,,,,,
20110224,2011,2,24,32.52,-101.91,1600,,x,,west TX,11055,x,x,,,,,,,,
20110224,2011,2,24,32.88,-102.38,1900,x,,,west TX,,,,,,,,,,,
20110225,2011,2,25,39.05,117.12,1700,,x,,NV,,,,,,,,,,,
20110226,2011,2,26,37.67,-105.88,2000,x,,,Southern CO,,,,,,,,,,,
20110227,2011,2,27,31.3,-106.22,1730,x,,,Northern CHH,11058,x,x,,,,,,,,
20110227,2011,2,27,30.06,-107.59,1600,x,,,CHH,11058,x,x,,,,,,,,
20110227,2011,2,27,30.48,-106.52,1600,x,,,CHH,11058,x,x,,,,,,,,
20110227,2011,2,27,30.84,-106.64,1600,x,,,CHH,11058,x,x,,,,,,,,
20110227,2011,2,27,29.49,-106.49,1730,x,,,CHH,,,,,,,,,,,
20110227,2011,2,27,29.01,-104.51,1630,x,,,Eastern CHH,,,,,,,,,,,
20110227,2011,2,27,31.04,-104.54,1730,x,,,southwest TX,,,,,,,,,,,
20110227,2011,2,27,32.32,-101.54,1730,x,,,Western TX,,,,,,,,,,,
20110227,2011,2,27,32.81,-102.11,1730,x,,,Western TX,,,,,,,,,,,
20110227,2011,2,27,33.41,-102.37,1730,x,,,Western TX,,,,,,,,,,,
20110227,2011,2,27,34.28,-102.79,1730,x,,,Western TX,,,,,,,,,,,
20110307,2011,3,7,37.78,-117.54,1830,,x,,NV,11066,x,x,,,,,,,,
20110307,2011,3,7,33.19,-111.95,1830,x,,,AZ,11066,x,x,,,,,,,,
20110307,2011,3,7,32.08,-109.79,1900,x,,,Southeastern AZ,11066,x,x,,,,,,,,
20110307,2011,3,7,32.14,-107.79,1930,x,,,S NM,11066,x,x,,,,,,,,
20110307,2011,3,7,30.8,-106.42,1900,x,,,CHH,11066,x,x,,,,,,,,
20110307,2011,3,7,31.41,-107.54,1830,x,,,Northern CHH,11066,x,x,,,,,,,,
20110307,2011,3,7,31.61,-107.5,1830,x,,,Northern CHH,11066,x,x,,,,,,,,
20110308,2011,3,8,32.38,-101.8,1730,x,,,west TX,,,,,,,,,,,
20110308,2011,3,8,33.27,-102.59,1730,x,,,west TX,,,,,,,,,,,
20110308,2011,3,8,33.7,-102.53,1830,x,,,west TX,,,,,,,,,,,
20110310,2011,3,10,39.77,-118.64,1930,,x,,NV,11069,x,x,,,,,,,,
20110321,2011,3,21,31.32,-107.71,2000,x,,,Northern CHH,11080,x,x,,,,,,,,
20110321,2011,3,21,30.78,-107.82,2000,x,,,Northern CHH,11080,x,x,,,,,,,,
20110321,2011,3,21,33,-106.29,2000,x,,,NM,11080,x,x,,,,,,,,
20110321,2011,3,21,37.86,-105.81,2000,x,,,Southern CO,,,,,,,,,,,
20110321,2011,3,21,29.22,-111.77,1900,,x,,MX-SON,,,,,,,,,,,
20110322,2011,3,22,36.9,-101.7,1800,,,FIRE,Panhandle OK,,x,x,,,,,,,,
20110322,2011,3,22,37.5,-101.7,1930,,,FIRE,Southwestern KS,,x,x,,,,,,,,
20110322,2011,3,22,33.1,-102.95,1630,x,,,west TX,,,,,,,,,,,
20110322,2011,3,22,33.1,-102.95,1630,x,,,west TX,,,,,,,,,,,
20110322,2011,3,22,32.81,-102.95,1630,,x,,west TX,,,,,,,,,,,
20110322,2011,3,22,32.4,-102.45,1630,,x,,west TX,,,,,,,,,,,
20110322,2011,3,22,32.3,-101.73,1930,,x,,west TX,,,,,,,,,,,
20110403,2011,4,3,,,,,,Missing from GOES data,,11093,x,x,,,,,,,,
20110404,2011,4,4,32.83,-102.82,1730,,x,,west TX,11094,x,x,,,,,,,,
20110404,2011,4,4,32.79,-102.29,1730,,x,,west TX,11094,x,x,,,,,,,,
20110404,2011,4,4,32.8,-101.91,1730,,x,,west TX,11094,x,x,,,,,,,,
20110404,2011,4,4,31.3,-106.9,1730,,,,Northern CHH,11094,x,x,,,,,,,,
20110404,2011,4,4,28.9,-102,1630,,,FIRE,MX-COA,,,,,,,,,,,
20110406,2011,4,6,32.58,-102.18,1630,,,FIRE,west TX,11096,x,x,,,,,,,,
20110407,2011,4,7,33.2,-102.1,1830,,,FIRE,west TX,11097,x,x,,,,,,,,
20110407,2011,4,7,33.5,-99.9,2130,,,FIRE,Northern TX,,,,,,,,,,,
20110407,2011,4,7,29,-101.9,1830,,,FIRE,MX-COA,,,,,,,,,,,
20110408,2011,4,8,31.02,-108.48,1930,x,,,Northern CHH,11098,x,x,,,,,,,,
20110408,2011,4,8,29.15,-106.84,1830,x,,,CHH,,,,,,,,,,,
20110408,2011,4,8,30.1,-107.54,1830,,x,,CHH,,,,,,,,,,,
20110408,2011,4,8,29,-102,1730,,,FIRE,COA,,,,,,,,,,,
20110409,2011,4,9,32.19,-107.69,1630,x,,,Southern NM,11099,x,x,,,,,,,,
20110409,2011,4,9,31.55,-108.12,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,31.04,-108.5,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,31.11,-107.85,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,30.57,-107.28,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,30.12,-107.57,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,30.35,-106.75,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,30.74,-106.87,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,29.34,-107.11,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,30.19,-106.18,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,30.74,-105.87,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,29.92,-106.86,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,29.27,-106.7,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,29.15,-107.43,1630,,x,,CHH,11099,x,x,,,,,,,,
20110409,2011,4,9,28.67,-106.83,1730,,x,,CHH,,,,,,,,,,,
20110409,2011,4,9,28.91,-104.59,1930,x,,,Eastern CHH,,,,,,,,,,,
20110409,2011,4,9,29,-102.1,1730,,,FIRE,COA,,,,,,,,,,,
20110409,2011,4,9,35.9,-101.7,2030,,,FIRE,Northern west TX,,,,,,,,,,,
20110410,2011,4,10,28.93,-104.69,2130,x,,,Eastern CHH,,,,,,,,,,,
20110414,2011,4,14,34.5,-102.53,1700,x,,,west TX,11104,x,x,,,,,,,,
20110414,2011,4,14,33.82,-102.82,1700,x,,,west TX,11104,x,x,,,,,,,,
20110414,2011,4,14,35.17,-101.91,1700,x,,,west TX,11104,x,x,,,,,,,,
20110414,2011,4,14,32.41,-102.22,1700,x,,,west TX,,x,x,,,,,,,,
20110414,2011,4,14,32.76,-102.38,1700,x,,,west TX,,x,x,,,,,,,,
20110414,2011,4,14,29.1,-101.9,1730,,,FIRE,COA,,x,x,,,,,,,,
20110414,2011,4,14,28.2,-102.1,1730,,,FIRE,COA,,,,,,,,,,,
20110414,2011,4,14,31.57,-107.29,1930,x,,,Northern CHH,,,,,,,,,,,
20110414,2011,4,14,30.92,-106.59,1930,x,,,Northern CHH,,,,,,,,,,,
20110415,2011,4,15,37.32,-101.74,1600,,x,,sw KS,11105,x,x,,,,,,,,
20110415,2011,4,15,37.44,-100.94,1600,,x,,sw KS,11105,x,x,,,,,,,,
20110415,2011,4,15,36.73,-101.47,1600,x,,,OK PH,11105,x,x,,,,,,,,
20110415,2011,4,15,33,-100.6,1630,,,FIRE,TX,,x,x,,,,,,,,
20110418,2011,4,18,32.55,-102.27,2100,x,,,west TX,11108,x,x,,,,,,,,
20110418,2011,4,18,31.9,-100.1,2030,,,FIRE,TX,,,,,,,,,,,
20110418,2011,4,18,31.56,-107.32,2100,x,,,N CHH,11108,x,x,,,,,,,,
20110420,2011,4,20,39.78,-118.49,2130,x,,,NV,11110,x,x,,,,,,,,
20110424,2011,4,24,31.68,-107.21,2100,x,,,Northern CHH,11114,x,x,,,,,,,,
20110424,2011,4,24,32.93,-106.22,2100,x,,,s NM,11114,x,x,,,,,,,,
20110424,2011,4,24,31.3,-107.6,2100,x,,,Northern CHH,11114,x,x,,,,,,,,
20110425,2011,4,25,39.79,-118.51,1930,x,,,NV,11115,x,x,,,,,,,,
20110425,2011,4,25,37.78,-117.2,2330,x,,,NV,,,,,,,,,,,
20110425,2011,4,25,33.27,-102.59,1700,,x,,w TX,,,,,,,,,,,
20110426,2011,4,26,32.84,-106.27,1730,x,,,Southern NM,11116,x,x,,,,,,,,
20110426,2011,4,26,32.42,-107.87,1730,x,,,Southern NM,11116,x,x,,,,,,,,
20110426,2011,4,26,31.69,-107.48,1730,x,,,Northern CHH,,,,,,,,,,,
20110426,2011,4,26,31.47,-108.13,1730,x,,,Northern CHH,,,,,,,,,,,
20110426,2011,4,26,31.18,-108.08,1730,x,,,Northern CHH,,,,,,,,,,,
20110426,2011,4,26,31.12,-107.25,1730,x,,,Northern CHH,,,,,,,,,,,
20110426,2011,4,26,30.79,-106.94,1730,x,,,Northern CHH,,,,,,,,,,,
20110426,2011,4,26,30.61,-107.16,1730,x,,,Northern CHH,,,,,,,,,,,
20110426,2011,4,26,32.4,-102.62,1730,x,,,west TX,,x,x,,,,,,,,
20110426,2011,4,26,32.04,-101.87,1730,x,,,west TX,,x,x,,,,,,,,
20110426,2011,4,26,28.6,-102,1830,,,FIRE,COA,,x,x,,,,,,,,
20110427,2011,4,27,32.31,-102.94,1730,x,,,west TX,,,,,,,,,,,
20110426,2011,4,27,32.27,-101.95,1830,x,,,west TX,,,,,,,,,,,
20110428,2011,4,28,39.83,-118.4,2200,x,,,NV,,,,,,,,,,,
20110429,2011,4,29,34.4,-103.15,1930,x,,,e NM,11119,x,x,,,,,,,,
20110429,2011,4,29,33.37,-102.96,1900,,x,,west TX,,x,x,,,,,,,,
20110429,2011,4,29,33.08,-102.09,1900,,x,,west TX,,x,x,,,,,,,,
20110429,2011,4,29,32.56,-102.19,1900,,x,,west TX,,x,x,,,,,,,,
20110429,2011,4,29,32.91,-106.33,2030,x,,,NM,,x,x,,,,,,,,
20110429,2011,4,29,31.64,-107.31,1930,x,,,Northern CHH,,x,x,,,,,,,,
20110430,2011,4,30,31.55,-107.32,1900,x,,,Northern CHH,11120,x,x,,,,,,,,
20110430,2011,4,30,30.77,-112.82,2100,x,,,SON,,,,,,,,,,,
20110501,2011,5,1,32.21,-102.92,1400,x,,"Cool, unusual dust plume! ",Western TX,11121,x,x,,,,,,,,
20110501,2011,5,1,31.63,-102.55,1400,x,,,Western TX,11121,x,x,,,,,,,,
20110501,2011,5,1,29.15,-111.71,1730,x,,,SON,11121,x,x,,,,,,,,
20110507,2011,5,7,,,,,,Fire in central TX,,,,,,,,,,,,
20110508,2011,5,8,37.2,-101.8,1830,,,FIRE,Southwestern KS,,,,,,,,,,,
20110508,2011,5,8,35.4,-110.85,1830,x,,,AZ,,,,,,,,,,,
20110508,2011,5,8,33.3,-107.9,1930,,,FIRE,NM,,,,,,,,,,,
20110509,2011,5,9,31.56,-107.22,1830,x,,,Northern CHH,,,,,,,,,,,
20110509,2011,5,9,32.85,-106.24,1930,x,,,Southern NM,,,,,,,,,,,
20110509,2011,5,9,32.12,-109.81,1900,,x,,Southern AZ,,,,,,,,,,,
20110509,2011,5,9,31.9,-109.1,1930,,,FIRE,Southeastern AZ,,,,,,,,,,,
20110509,2011,5,9,37,-101.9,1930,,,FIRE,Southwestern KS,,,,,,,,,,,
20110510,2011,5,10,31.68,-107.33,1830,x,,,Northern CHH,,,,,,,,,,,
20110510,2011,5,10,31.19,-107.11,1830,x,,,Northern CHH,,,,,,,,,,,
20110510,2011,5,10,30.79,-107.05,1830,x,,,Northern CHH,,,,,,,,,,,
20110510,2011,5,10,30.82,-107.89,1830,x,,,Northern CHH,,,,,,,,,,,
20110510,2011,5,10,30.61,-106.5,1830,x,,,Northern CHH,,,,,,,,,,,
20110510,2011,5,10,33,-106.24,1830,x,,,NM,,,,,,,,,,,
20110511,2011,5,11,32.47,-102.12,1530,x,,,west TX,,,,,,,,,,,
20110511,2011,5,11,30.6,-103,1730,,,FIRE,Western TX,,,,,,,,,,,
20110512,2011,5,12,30.3,-102.8,1730,,,FIRE,Western TX,,,,,,,,,,,
20110515,2011,5,15,38.57,-113.69,1630,x,,,UT,,,,,,,,,,,
20110515,2011,5,15,38.56,-113.35,1730,x,,,UT,,,,,,,,,,,
20110515,2011,5,15,38.66,-113.04,1730,x,,,UT,,,,,,,,,,,
20110518,2011,5,18,31.58,-107.18,2100,,X,,N CHH,,,,,,,,,,,
20110524,2011,5,24,33.17,-103.09,1700,x,,,Eastern NM,11144,x,x,,,,,,,,
20110524,2011,5,24,34.4,-103.6,1700,x,,,Eastern NM,,,,,,,,,,,
20110524,2011,5,24,33,-102.95,1700,,x,,west TX,,,,,,,,,,,
20110524,2011,5,24,32.93,-102.51,1700,,x,,west TX,,,,,,,,,,,
20110524,2011,5,24,32.22,-102.91,1800,,x,,west TX,,,,,,,,,,,
20110524,2011,5,24,32.36,-101.81,1800,,x,,west TX,,,,,,,,,,,
20110524,2011,5,24,32.27,-101.48,1800,,x,,west TX,,,,,,,,,,,
20110524,2011,5,24,31.65,-107.28,1730,x,,,Northern CHH,,,,,,,,,,,
20110524,2011,5,24,30.9,-106.95,1930,x,,,CHH,,,,,,,,,,,
20110525,2011,5,25,32.76,-102.4,1630,x,,,west TX,,,,,,,,,,,
20110528,2011,5,28,35.53,-110.65,1730,x,,,AZ,11148,x,x,,,,,,,,
20110529,2011,5,29,35.49,-110.79,1630,x,,,AZ,11149,x,x,,,,,,,,
20110529,2011,5,29,36.64,-110.05,1630,,x,,AZ,11149,x,x,,,,,,,,
20110529,2011,5,29,35.55,-109.79,1630,,x,,AZ,11149,x,x,,,,,,,,
20110529,2011,5,29,35.79,-108.65,1900,x,,,Northwestern NM,11149,x,x,,,,,,,,
20110529,2011,5,29,37.1,-104,2100,,,FIRE,Southern CO,11149,x,x,,,,,,,,
20110529,2011,5,29,37.15,-101.78,2100,x,,,southwest KS,,,,,,,,,,,
20110529,2011,5,29,36.3,-102.6,2100,x,,,Northern west TX,,,,,,,,,,,
20110529,2011,5,29,34.57,-103.11,2100,x,,,Eastern NM,,,,,,,,,,,
20110529,2011,5,29,31.61,-107.35,1730,x,,,Northern CHH,,,,,,,,,,,
20110529,2011,5,29,31.1,-106.88,2100,x,,,CHH,,,,,,,,,,,
20110529,2011,5,29,30.83,-106.34,2100,x,,,CHH,,,,,,,,,,,
20110529,2011,5,29,30.67,-112.34,1830,x,,,SON,,,,,,,,,,,
20110530,2011,5,30,37.21,-101.74,1630,x,,,Southwestern KS,11150,x,x,,,,,,,,
20110530,2011,5,30,34.19,-102.19,1730,x,,,west TX,,,,,,,,,,,
20110530,2011,5,30,33.2,-102.69,1630,x,,,west TX,,,,,,,,,,,
20110530,2011,5,30,31.51,-107.3,1830,x,,,Northern CHH,,,,,,,,,,,
20110603,2011,6,3,33.9,-109.1,1630,,,Probably fire,Eastern AZ,,,,,,,,,,,
20110604,2011,6,4,34,-109.2,1900,,,Probably fire,Eastern AZ,11155,x,x,,,,,,,,
20110605,2011,6,5,34,-109,1830,,,Probably fire,Eastern AZ,,,,,,,,,,,
20110606,2011,6,6,36.1,-108.39,1830,x,,,Northwestern NM,,,,,,,,,,,
20110606,2011,6,6,36.8,-109.62,1730,x,,,Northeastern AZ,,,,,,,,,,,
20110606,2011,6,6,35.51,-110.78,1730,x,,,AZ,,,,,,,,,,,
20110606,2011,6,6,31.5,-111,1730,,,FIRE,Southern AZ,,,,,,,,,,,
20110607,2011,6,7,31.18,-107.97,1930,x,,,Northern CHH,,,,,,,,,,,
20110607,2011,6,7,32,-109.1,2030,,,FIRE,Southern AZ,,,,,,,,,,,
20110608,2011,6,8,31.21,-107.95,1830,x,,Fires around,Northern CHH,,,,,,,,,,,
20110609,2011,6,9,,,,,,FIRE,,,,,,,,,,,,
20110612,2011,6,12,31.22,-107.88,2030,x,,,Northern CHH,,,,,,,,,,,
20110613,2011,6,13,37.1,-104.3,1830,,,FIRE,Southern CO,,,,,,,,,,,
20110619,2011,6,19,33.59,-102.5,1830,,,x,west TX,,,,,,,,,,,
20110619,2011,6,19,33.45,-102.95,1830,,x,,west TX,,,,,,,,,,,
20110619,2011,6,19,33,-102.81,1830,,x,,west TX,,,,,,,,,,,
20110619,2011,6,19,33.03,-102.11,1830,,x,,west TX,,,,,,,,,,,
20110619,2011,6,19,36,-105.5,2200,,,FIRE,Northern NM,,,,,,,,,,,
20110619,2011,6,19,33.8,-108.9,2100,,,FIRE,Western NM,,,,,,,,,,,
20110619,2011,6,19,32.2,-107.6,1930,x,,,Southern NM,,,,,,,,,,,
20110619,2011,6,19,31.57,-107.59,1830,x,,,Northern CHH,,,,,,,,,,,
20110619,2011,6,19,31.19,-107.92,1830,x,,,Northern CHH,,,,,,,,,,,
20110619,2011,6,19,30.9,-107.01,1900,x,,,CHH,,,,,,,,,,,
20110619,2011,6,19,32.2,-109.1,1730,,,FIRE,Southeastern AZ,,,,,,,,,,,
20110619,2011,6,19,30.89,-112.89,1900,x,,,Western SON,,,,,,,,,,,
20110619,2011,6,19,30.25,-112.75,1900,x,,,Western SON,,,,,,,,,,,
20110620,2011,6,20,34.9,-103,1730,,,FIRE,west TX,,,,,,,,,,,
20110620,2011,6,20,33.77,-102.82,1630,x,,,west TX,,,,,,,,,,,
20110625,2011,6,25,,,,,,FIRE,,,,,,,,,,,,
20110630,2011,6,30,36.62,-109.71,2100,x,,,Northern AZ,,,,,,,,,,,
